week,run,method,objective
08/08-08/14,5,ZO_OG,-1.1619855231355036
08/08-08/14,5,ZO_OGVR,-5.92942113845419
08/08-08/14,6,GZO_NS,-15.426899800896809
08/08-08/14,6,GZO_HS,-16.124413626335137
08/08-08/14,6,ZO_TG,-11.075888910604267
08/08-08/14,6,ZO_OG,-1.4957652473415068
08/08-08/14,6,ZO_OGVR,-4.4153254007404685
08/08-08/14,7,GZO_NS,-16.196673958342217
08/08-08/14,7,GZO_HS,-14.628498002416098
08/08-08/14,7,ZO_TG,-13.948756904943421
08/08-08/14,7,ZO_OG,-0.8653162840276655
08/08-08/14,7,ZO_OGVR,-7.577968840264071
08/08-08/14,8,GZO_NS,-15.522737795247453
08/08-08/14,8,GZO_HS,-11.88912170178538
08/08-08/14,8,ZO_TG,-9.830283133593513
08/08-08/14,8,ZO_OG,0.11266185900705897
08/08-08/14,8,ZO_OGVR,-5.473950818690686
08/08-08/14,9,GZO_NS,-16.272008904073477
08/08-08/14,9,GZO_HS,-16.36139231165629
08/08-08/14,9,ZO_TG,-10.060552350395817
08/08-08/14,9,ZO_OG,-0.2185758372848162
08/08-08/14,9,ZO_OGVR,-9.997358110494229
08/08-08/14,10,GZO_NS,-15.350377479138398
08/08-08/14,10,GZO_HS,-14.6924460332913
08/08-08/14,10,ZO_TG,-8.683698362204032
08/08-08/14,10,ZO_OG,-0.5298985561554843
08/08-08/14,10,ZO_OGVR,-7.415036251435132
08/08-08/14,11,GZO_NS,-14.55473646630775
08/08-08/14,11,GZO_HS,-13.50388199599069
08/08-08/14,11,ZO_TG,-11.112156396510073
08/08-08/14,11,ZO_OG,0.8684746054359808
08/08-08/14,11,ZO_OGVR,-4.792090765837625
08/08-08/14,12,GZO_NS,-15.504541398195576
08/08-08/14,12,GZO_HS,-16.143286178302475
08/08-08/14,12,ZO_TG,-13.258800174524202
08/08-08/14,12,ZO_OG,-0.7933009506492903
08/08-08/14,12,ZO_OGVR,-4.1579423670428755
08/08-08/14,13,GZO_NS,-16.274375200823037
08/08-08/14,13,GZO_HS,-14.738152768756615
08/08-08/14,13,ZO_TG,-12.050364376680077
08/08-08/14,13,ZO_OG,-1.6070334009522054
08/08-08/14,13,ZO_OGVR,-6.9326169656337155
08/08-08/14,14,GZO_NS,-14.038197005386872
08/08-08/14,14,GZO_HS,-16.261997198711835
08/08-08/14,14,ZO_TG,-11.420203764084063
08/08-08/14,14,ZO_OG,-4.516428966699902
08/08-08/14,14,ZO_OGVR,-7.5388596761168
08/08-08/14,15,GZO_NS,-14.756367289283544
08/08-08/14,15,GZO_HS,-12.77849771946748
08/08-08/14,15,ZO_TG,-8.343576848001533
08/08-08/14,15,ZO_OG,0.08554236721424038
08/08-08/14,15,ZO_OGVR,-2.998384018260019
08/08-08/14,16,GZO_NS,-12.821643657297075
08/08-08/14,16,GZO_HS,-14.290852339877379
08/08-08/14,16,ZO_TG,-7.671439371847515
08/08-08/14,16,ZO_OG,0.11979198062556426
08/08-08/14,16,ZO_OGVR,-5.821968777210601
08/08-08/14,17,GZO_NS,-13.655427047578208
08/08-08/14,17,GZO_HS,-13.644929975964839
08/08-08/14,17,ZO_TG,-7.642789204383948
08/08-08/14,17,ZO_OG,4.711522316668719
08/08-08/14,17,ZO_OGVR,-5.689617393429323
08/08-08/14,18,GZO_NS,-13.43254891832663
08/08-08/14,18,GZO_HS,-15.145346026051591
08/08-08/14,18,ZO_TG,-10.053097903450784
08/08-08/14,18,ZO_OG,-0.13995387321900235
08/08-08/14,18,ZO_OGVR,-4.695717419721339
08/08-08/14,19,GZO_NS,-16.374626942279654
08/08-08/14,19,GZO_HS,-16.003149576690166
08/08-08/14,19,ZO_TG,-12.691758431394177
08/08-08/14,19,ZO_OG,-1.854128334397184
08/08-08/14,19,ZO_OGVR,-7.118097594006169
