week,method,samples,objective
05/23-05/29,GZO_HS,3904,-14.432225182254687
05/23-05/29,GZO_HS,4092,-14.506633490712035
05/23-05/29,GZO_HS,4284,-14.507984408322642
05/23-05/29,GZO_HS,4480,-14.4600404413856
05/23-05/29,GZO_HS,4680,-14.538218730892606
05/23-05/29,GZO_HS,4884,-14.588355958749952
05/23-05/29,GZO_HS,5092,-14.530500957655468
05/23-05/29,ZO_TG,0,2.995117631756925
05/23-05/29,ZO_TG,60,2.864332236741564
05/23-05/29,ZO_TG,124,3.033996117216428
05/23-05/29,ZO_TG,192,-1.1367119700532506
05/23-05/29,ZO_TG,264,-1.2511559726977912
05/23-05/29,ZO_TG,340,-0.19486603063562494
05/23-05/29,ZO_TG,420,-0.33019385745181445
05/23-05/29,ZO_TG,504,-1.8337950884083463
05/23-05/29,ZO_TG,592,-1.9032271309005981
05/23-05/29,ZO_TG,684,-1.9028475795892195
05/23-05/29,ZO_TG,780,-2.1850088072930167
05/23-05/29,ZO_TG,880,-2.5860365245983292
05/23-05/29,ZO_TG,984,-2.7453535080465428
05/23-05/29,ZO_TG,1092,-3.008325910186192
05/23-05/29,ZO_TG,1204,-3.2691347899238554
05/23-05/29,ZO_TG,1320,-3.484830269661614
05/23-05/29,ZO_TG,1440,-3.4579822647042247
05/23-05/29,ZO_TG,1564,-3.511769641927176
05/23-05/29,ZO_TG,1692,-3.17142457156236
05/23-05/29,ZO_TG,1824,-3.1332495972278704
05/23-05/29,ZO_TG,1960,-3.0669471236711474
05/23-05/29,ZO_TG,2100,-3.250217311512012
05/23-05/29,ZO_TG,2244,-3.2531505743779427
05/23-05/29,ZO_TG,2392,-3.1876856420621316
05/23-05/29,ZO_TG,2544,-3.737547374014217
05/23-05/29,ZO_TG,2700,-3.6986295651294623
05/23-05/29,ZO_TG,2860,-3.801851843072215
05/23-05/29,ZO_TG,3024,-3.998611945147444
05/23-05/29,ZO_TG,3192,-4.127234416787929
05/23-05/29,ZO_TG,3364,-4.4717786083740885
05/23-05/29,ZO_TG,3540,-4.591883975423628
05/23-05/29,ZO_TG,3720,-4.565396426129859
05/23-05/29,ZO_TG,3904,-5.353890356728824
05/23-05/29,ZO_TG,4092,-5.472839419910147
05/23-05/29,ZO_TG,4284,-5.365161266224413
05/23-05/29,ZO_TG,4480,-5.408877355301498
05/23-05/29,ZO_TG,4680,-5.52408022855516
05/23-05/29,ZO_TG,4884,-5.490696634627504
05/23-05/29,ZO_TG,5092,-5.526420494412272
05/23-05/29,ZO_OG,0,3.0368398214778876
05/23-05/29,ZO_OG,30,4.4490546528457235
05/23-05/29,ZO_OG,62,6.628830437217325
05/23-05/29,ZO_OG,96,5.794769998328973
05/23-05/29,ZO_OG,132,6.323383279859444
05/23-05/29,ZO_OG,170,6.443969198071634
05/23-05/29,ZO_OG,210,7.423098599016226
05/23-05/29,ZO_OG,252,6.622782700395777
05/23-05/29,ZO_OG,296,5.784958171057607
05/23-05/29,ZO_OG,342,4.185298569523735
05/23-05/29,ZO_OG,390,5.681983497075317
05/23-05/29,ZO_OG,440,5.424597712941857
05/23-05/29,ZO_OG,492,3.6251462022721164
05/23-05/29,ZO_OG,546,2.8810200459493256
05/23-05/29,ZO_OG,602,2.7241204308117295
05/23-05/29,ZO_OG,660,2.6914251835680125
05/23-05/29,ZO_OG,720,2.9742803971974423
05/23-05/29,ZO_OG,782,3.647067429692484
05/23-05/29,ZO_OG,846,3.9403647831485067
05/23-05/29,ZO_OG,912,3.3800403731829882
05/23-05/29,ZO_OG,980,3.4893442642184835
05/23-05/29,ZO_OG,1050,4.010837959437783
05/23-05/29,ZO_OG,1122,3.441425329827326
05/23-05/29,ZO_OG,1196,3.881654445595812
05/23-05/29,ZO_OG,1272,4.079812896088837
05/23-05/29,ZO_OG,1350,3.9783352097395723
05/23-05/29,ZO_OG,1430,4.290411395892792
05/23-05/29,ZO_OG,1512,3.877879323310205
05/23-05/29,ZO_OG,1596,4.041939573200901
05/23-05/29,ZO_OG,1682,4.272329938293855
05/23-05/29,ZO_OG,1770,3.8849474238526756
05/23-05/29,ZO_OG,1860,4.076122887566637
05/23-05/29,ZO_OG,1952,4.187848110946823
05/23-05/29,ZO_OG,2046,3.953367039098982
05/23-05/29,ZO_OG,2142,4.217013038357364
05/23-05/29,ZO_OG,2240,4.180556652843215
05/23-05/29,ZO_OG,2340,3.888169729636053
05/23-05/29,ZO_OG,2442,3.547009108405333
05/23-05/29,ZO_OG,2546,3.2810341054821173
05/23-05/29,ZO_OG,2652,3.4465137087506217
05/23-05/29,ZO_OG,2760,3.617339358854733
05/23-05/29,ZO_OG,2870,3.848777401428768
05/23-05/29,ZO_OG,2982,3.547610200378227
05/23-05/29,ZO_OG,3096,3.6327567951542012
05/23-05/29,ZO_OG,3212,3.8168299195646895
05/23-05/29,ZO_OG,3330,3.793343200488663
05/23-05/29,ZO_OG,3450,3.568548232351191
05/23-05/29,ZO_OG,3572,3.4556498001267446
05/23-05/29,ZO_OG,3696,3.6644429209052505
05/23-05/29,ZO_OG,3822,3.6773021428974877
05/23-05/29,ZO_OG,3950,3.8370802202626955
05/23-05/29,ZO_OG,4080,3.9301395033952096
05/23-05/29,ZO_OG,4212,3.819088970781364
05/23-05/29,ZO_OG,4346,3.7728524373159407
05/23-05/29,ZO_OG,4482,3.7943454272482606
05/23-05/29,ZO_OG,4620,3.66861922400151
05/23-05/29,ZO_OG,4760,3.8637896732481987
05/23-05/29,ZO_OG,4902,3.661589234518479
05/23-05/29,ZO_OG,5046,3.793585270988649
05/23-05/29,ZO_OGVR,0,2.959796464904349
05/23-05/29,ZO_OGVR,50,4.841417720910878
05/23-05/29,ZO_OGVR,82,4.757001329160325
05/23-05/29,ZO_OGVR,116,5.1730534867345614
05/23-05/29,ZO_OGVR,152,3.674573339977482
05/23-05/29,ZO_OGVR,190,2.172800774084139
05/23-05/29,ZO_OGVR,230,2.1437376806723494
05/23-05/29,ZO_OGVR,272,1.9066147690518807
05/23-05/29,ZO_OGVR,316,2.0216713038497254
05/23-05/29,ZO_OGVR,362,1.8802682744948997
05/23-05/29,ZO_OGVR,410,1.830186603412818
05/23-05/29,ZO_OGVR,460,2.0058669887564666
05/23-05/29,ZO_OGVR,512,2.091099901106565
05/23-05/29,ZO_OGVR,566,1.7084948385985277
05/23-05/29,ZO_OGVR,622,1.2869440943890367
05/23-05/29,ZO_OGVR,680,1.2845576597352812
05/23-05/29,ZO_OGVR,740,1.1612062664153853
05/23-05/29,ZO_OGVR,802,0.5591641730341566
05/23-05/29,ZO_OGVR,866,0.5255519079261283
05/23-05/29,ZO_OGVR,932,0.30325583292833713
05/23-05/29,ZO_OGVR,1000,0.5021728641128479
05/23-05/29,ZO_OGVR,1070,-0.00022689292516881742
05/23-05/29,ZO_OGVR,1142,-0.04928330613481775
05/23-05/29,ZO_OGVR,1216,-0.12594522044637507
05/23-05/29,ZO_OGVR,1292,-0.2087629328196744
05/23-05/29,ZO_OGVR,1370,-0.4096461673960887
05/23-05/29,ZO_OGVR,1450,-0.533264669572404
05/23-05/29,ZO_OGVR,1532,-0.4496696126299112
05/23-05/29,ZO_OGVR,1616,-0.5088376905549856
05/23-05/29,ZO_OGVR,1702,-0.3552929929442688
05/23-05/29,ZO_OGVR,1790,-0.4832037319279665
05/23-05/29,ZO_OGVR,1880,-0.8524552224160042
05/23-05/29,ZO_OGVR,1972,-0.7773434674800647
05/23-05/29,ZO_OGVR,2066,-0.9235163332454666
05/23-05/29,ZO_OGVR,2162,-1.1132455018968421
05/23-05/29,ZO_OGVR,2260,-1.0296193232424975
05/23-05/29,ZO_OGVR,2360,-1.238267184501663
05/23-05/29,ZO_OGVR,2462,-1.256591882752165
05/23-05/29,ZO_OGVR,2566,-1.3345449372998044
05/23-05/29,ZO_OGVR,2672,-1.4721035888357563
05/23-05/29,ZO_OGVR,2780,-1.43553390142615
05/23-05/29,ZO_OGVR,2890,-1.3572931209823262
05/23-05/29,ZO_OGVR,3002,-1.3552514534767441
05/23-05/29,ZO_OGVR,3116,-1.4115387905584553
05/23-05/29,ZO_OGVR,3232,-1.4629370632732352
05/23-05/29,ZO_OGVR,3350,-1.4821980950648286
05/23-05/29,ZO_OGVR,3470,-1.4349603241692621
05/23-05/29,ZO_OGVR,3592,-1.6284587739813374
05/23-05/29,ZO_OGVR,3716,-1.4386293316070067
05/23-05/29,ZO_OGVR,3842,-1.3772286935955038
05/23-05/29,ZO_OGVR,3970,-1.289856783001817
05/23-05/29,ZO_OGVR,4100,-1.514736293052498
05/23-05/29,ZO_OGVR,4232,-1.3923626726063278
05/23-05/29,ZO_OGVR,4366,-1.5247454598176151
05/23-05/29,ZO_OGVR,4502,-1.4881415193632852
05/23-05/29,ZO_OGVR,4640,-1.611733652673751
05/23-05/29,ZO_OGVR,4780,-1.5076147024245752
05/23-05/29,ZO_OGVR,4922,-1.5365034258744055
05/23-05/29,ZO_OGVR,5066,-1.605766832447318
06/20-06/26,GZO_NS,0,11.175932054656082
06/20-06/26,GZO_NS,90,-1.535139361953522
06/20-06/26,GZO_NS,186,-1.5591273175525653
06/20-06/26,GZO_NS,288,-1.7346148282159575
06/20-06/26,GZO_NS,396,-6.978945606296319
06/20-06/26,GZO_NS,510,-6.9999828464889235
06/20-06/26,GZO_NS,630,-7.078530384807753
06/20-06/26,GZO_NS,756,-7.055765555617785
06/20-06/26,GZO_NS,888,-7.141676282795456
06/20-06/26,GZO_NS,1026,-7.07726615558928
06/20-06/26,GZO_NS,1170,-7.094136367724682
06/20-06/26,GZO_NS,1320,-7.288397599228774
06/20-06/26,GZO_NS,1476,-7.730634781522022
06/20-06/26,GZO_NS,1638,-7.74086619526238
06/20-06/26,GZO_NS,1806,-7.796862829135394
06/20-06/26,GZO_NS,1980,-8.741255871321046
06/20-06/26,GZO_NS,2160,-8.703019420968921
06/20-06/26,GZO_NS,2346,-8.822203277836026
06/20-06/26,GZO_NS,2538,-8.830371184678054
06/20-06/26,GZO_NS,2736,-8.792561507064985
06/20-06/26,GZO_NS,2940,-8.881628159280147
06/20-06/26,GZO_NS,3150,-8.912742513285952
06/20-06/26,GZO_NS,3366,-9.045661497663078
06/20-06/26,GZO_NS,3588,-9.06111237489634
06/20-06/26,GZO_NS,3816,-9.070919506811181
06/20-06/26,GZO_NS,4050,-9.010076923463302
06/20-06/26,GZO_NS,4290,-9.0367755067384
06/20-06/26,GZO_NS,4536,-9.062250519173789
06/20-06/26,GZO_NS,4788,-9.016891684492274
06/20-06/26,GZO_NS,5046,-9.148438833153335
06/20-06/26,GZO_HS,0,11.299656072359824
06/20-06/26,GZO_HS,60,10.97683801668028
06/20-06/26,GZO_HS,124,11.086122357117274
06/20-06/26,GZO_HS,192,11.212957784221711
06/20-06/26,GZO_HS,264,10.950937917378582
06/20-06/26,GZO_HS,340,-3.0389786341817384
06/20-06/26,GZO_HS,420,-8.175883261786787
06/20-06/26,GZO_HS,504,-8.124184635690717
06/20-06/26,GZO_HS,592,-8.158086988493547
06/20-06/26,GZO_HS,684,-8.524477093225542
06/20-06/26,GZO_HS,780,-8.667004282989012
06/20-06/26,GZO_HS,880,-8.602394780968691
06/20-06/26,GZO_HS,984,-8.620523990063521
06/20-06/26,GZO_HS,1092,-8.572833230465989
06/20-06/26,GZO_HS,1204,-8.599554906841552
06/20-06/26,GZO_HS,1320,-8.692393995278197
06/20-06/26,GZO_HS,1440,-8.641728496955878
06/20-06/26,GZO_HS,1564,-8.708766797623733
06/20-06/26,GZO_HS,1692,-8.653535233430782
06/20-06/26,GZO_HS,1824,-8.901855037811899
06/20-06/26,GZO_HS,1960,-8.77416346944727
06/20-06/26,GZO_HS,2100,-8.732804782018844
06/20-06/26,GZO_HS,2244,-8.854122600160766
06/20-06/26,GZO_HS,2392,-8.7168035064597
06/20-06/26,GZO_HS,2544,-8.711086300440563
06/20-06/26,GZO_HS,2700,-8.589088434940722
06/20-06/26,GZO_HS,2860,-8.705609404050367
06/20-06/26,GZO_HS,3024,-8.80719938496557
06/20-06/26,GZO_HS,3192,-8.816230811160079
06/20-06/26,GZO_HS,3364,-8.867625747767397
06/20-06/26,GZO_HS,3540,-8.66627104244618
06/20-06/26,GZO_HS,3720,-8.829488235650285
06/20-06/26,GZO_HS,3904,-8.717406832469608
06/20-06/26,GZO_HS,4092,-8.746735444888566
06/20-06/26,GZO_HS,4284,-8.721692124465022
06/20-06/26,GZO_HS,4480,-8.781193448511992
06/20-06/26,GZO_HS,4680,-8.91051051686092
06/20-06/26,GZO_HS,4884,-8.846634152572863
06/20-06/26,GZO_HS,5092,-8.864926051576775
06/20-06/26,ZO_TG,0,11.092642146932878
06/20-06/26,ZO_TG,60,-3.336686392017281
06/20-06/26,ZO_TG,124,-3.9294682755793557
06/20-06/26,ZO_TG,192,-4.372726482618491
06/20-06/26,ZO_TG,264,-5.029804593326551
06/20-06/26,ZO_TG,340,-4.610848970918147
06/20-06/26,ZO_TG,420,-4.597553461843467
06/20-06/26,ZO_TG,504,-5.082175407497281
06/20-06/26,ZO_TG,592,-5.029961597022071
06/20-06/26,ZO_TG,684,-6.688196504480172
06/20-06/26,ZO_TG,780,-6.6240655573733
06/20-06/26,ZO_TG,880,-6.631084426697221
06/20-06/26,ZO_TG,984,-6.738889374725776
06/20-06/26,ZO_TG,1092,-6.78551900598915
06/20-06/26,ZO_TG,1204,-6.805538405883054
06/20-06/26,ZO_TG,1320,-6.817628111418571
06/20-06/26,ZO_TG,1440,-6.884654595641483
06/20-06/26,ZO_TG,1564,-6.875083258292828
06/20-06/26,ZO_TG,1692,-7.442849897858392
06/20-06/26,ZO_TG,1824,-7.4970453214604715
06/20-06/26,ZO_TG,1960,-7.624704891717898
06/20-06/26,ZO_TG,2100,-7.6903429477910485
06/20-06/26,ZO_TG,2244,-7.884931549542279
06/20-06/26,ZO_TG,2392,-8.105166443218891
06/20-06/26,ZO_TG,2544,-8.224664214232394
06/20-06/26,ZO_TG,2700,-8.583805537059822
06/20-06/26,ZO_TG,2860,-8.959142650079702
06/20-06/26,ZO_TG,3024,-9.029387823551517
06/20-06/26,ZO_TG,3192,-9.097769050370914
06/20-06/26,ZO_TG,3364,-9.064565810832361
06/20-06/26,ZO_TG,3540,-9.128555866659623
06/20-06/26,ZO_TG,3720,-9.170883265461454
06/20-06/26,ZO_TG,3904,-9.161202127224984
06/20-06/26,ZO_TG,4092,-9.24273590857296
06/20-06/26,ZO_TG,4284,-9.18351212597754
06/20-06/26,ZO_TG,4480,-9.180244911222896
06/20-06/26,ZO_TG,4680,-9.16904111768624
06/20-06/26,ZO_TG,4884,-9.22719978973926
06/20-06/26,ZO_TG,5092,-9.237025357087417
06/20-06/26,ZO_OG,0,11.169977333628314
06/20-06/26,ZO_OG,30,13.897215811864221
06/20-06/26,ZO_OG,62,12.386578998921282
06/20-06/26,ZO_OG,96,14.784223719819401
06/20-06/26,ZO_OG,132,17.23724440016813
06/20-06/26,ZO_OG,170,13.998687455502283
06/20-06/26,ZO_OG,210,17.734834236006346
06/20-06/26,ZO_OG,252,14.403597947001016
06/20-06/26,ZO_OG,296,10.069418716192677
06/20-06/26,ZO_OG,342,10.860936350649284
06/20-06/26,ZO_OG,390,12.102615005761722
06/20-06/26,ZO_OG,440,11.390394845859541
06/20-06/26,ZO_OG,492,13.000655335559516
06/20-06/26,ZO_OG,546,14.062913614832562
06/20-06/26,ZO_OG,602,17.839100489857948
06/20-06/26,ZO_OG,660,20.46723993773555
06/20-06/26,ZO_OG,720,28.060285218562782
06/20-06/26,ZO_OG,782,23.692057192182627
06/20-06/26,ZO_OG,846,14.010996964547507
06/20-06/26,ZO_OG,912,11.997214583396945
06/20-06/26,ZO_OG,980,13.467476082849851
06/20-06/26,ZO_OG,1050,14.63794229875587
06/20-06/26,ZO_OG,1122,16.501434946571564
06/20-06/26,ZO_OG,1196,21.270330657201825
06/20-06/26,ZO_OG,1272,18.464207434443306
06/20-06/26,ZO_OG,1350,16.433813099730997
06/20-06/26,ZO_OG,1430,17.83762886708486
06/20-06/26,ZO_OG,1512,16.69684718100023
06/20-06/26,ZO_OG,1596,15.578782327291078
06/20-06/26,ZO_OG,1682,15.922504940018381
06/20-06/26,ZO_OG,1770,15.030077931911372
06/20-06/26,ZO_OG,1860,14.977135318924349
06/20-06/26,ZO_OG,1952,15.556097555224328
06/20-06/26,ZO_OG,2046,14.455529186200092
06/20-06/26,ZO_OG,2142,14.40392626099955
06/20-06/26,ZO_OG,2240,14.495882659687409
06/20-06/26,ZO_OG,2340,14.252268073645542
06/20-06/26,ZO_OG,2442,14.123721712331895
06/20-06/26,ZO_OG,2546,14.708011205566345
06/20-06/26,ZO_OG,2652,14.540433731129244
06/20-06/26,ZO_OG,2760,14.533479909974742
06/20-06/26,ZO_OG,2870,14.709392276949526
06/20-06/26,ZO_OG,2982,14.736757226583167
06/20-06/26,ZO_OG,3096,16.203051324052648
06/20-06/26,ZO_OG,3212,14.673774586225719
06/20-06/26,ZO_OG,3330,16.40667261739884
06/20-06/26,ZO_OG,3450,15.478704275668749
06/20-06/26,ZO_OG,3572,16.183987635199273
06/20-06/26,ZO_OG,3696,15.639458533527275
06/20-06/26,ZO_OG,3822,15.900196634731714
06/20-06/26,ZO_OG,3950,16.26099831364815
06/20-06/26,ZO_OG,4080,17.28410285915933
06/20-06/26,ZO_OG,4212,19.129469506522874
06/20-06/26,ZO_OG,4346,18.922140592876772
06/20-06/26,ZO_OG,4482,17.268182371305826
06/20-06/26,ZO_OG,4620,16.736847074263277
06/20-06/26,ZO_OG,4760,15.974703163967904
06/20-06/26,ZO_OG,4902,17.404132553004874
06/20-06/26,ZO_OG,5046,18.507971520205388
06/20-06/26,ZO_OGVR,0,11.11780930559185
06/20-06/26,ZO_OGVR,50,6.384443988711398
06/20-06/26,ZO_OGVR,82,6.267582099079982
06/20-06/26,ZO_OGVR,116,5.708105522857182
06/20-06/26,ZO_OGVR,152,0.06823994312708806
06/20-06/26,ZO_OGVR,190,-0.8630288073850855
06/20-06/26,ZO_OGVR,230,-1.5769267822673163
06/20-06/26,ZO_OGVR,272,-1.702182406472457
06/20-06/26,ZO_OGVR,316,-2.024025044094988
06/20-06/26,ZO_OGVR,362,-2.071950036285229
06/20-06/26,ZO_OGVR,410,-2.146980405306921
06/20-06/26,ZO_OGVR,460,-0.8635541169531727
06/20-06/26,ZO_OGVR,512,-4.110024152935819
06/20-06/26,ZO_OGVR,566,-4.216152992608627
06/20-06/26,ZO_OGVR,622,-4.207950959635011
06/20-06/26,ZO_OGVR,680,-5.534203763504053
06/20-06/26,ZO_OGVR,740,-5.733234571756373
06/20-06/26,ZO_OGVR,802,-6.325431622604258
06/20-06/26,ZO_OGVR,866,-6.337504215631734
06/20-06/26,ZO_OGVR,932,-6.552233600721104
06/20-06/26,ZO_OGVR,1000,-6.572523452599016
06/20-06/26,ZO_OGVR,1070,-6.613827728231144
06/20-06/26,ZO_OGVR,1142,-6.637799432807693
06/20-06/26,ZO_OGVR,1216,-6.6561927682739555
06/20-06/26,ZO_OGVR,1292,-6.891354153120522
06/20-06/26,ZO_OGVR,1370,-6.940100343491535
06/20-06/26,ZO_OGVR,1450,-6.942552740179634
06/20-06/26,ZO_OGVR,1532,-6.909983851145094
06/20-06/26,ZO_OGVR,1616,-6.945164145522504
06/20-06/26,ZO_OGVR,1702,-7.226888018283603
06/20-06/26,ZO_OGVR,1790,-7.273656057428221
06/20-06/26,ZO_OGVR,1880,-7.238544562498441
06/20-06/26,ZO_OGVR,1972,-7.2484846985921445
06/20-06/26,ZO_OGVR,2066,-7.232215447591684
06/20-06/26,ZO_OGVR,2162,-7.343282950752946
06/20-06/26,ZO_OGVR,2260,-7.357322549398072
06/20-06/26,ZO_OGVR,2360,-7.383642129766798
06/20-06/26,ZO_OGVR,2462,-7.438638309769179
06/20-06/26,ZO_OGVR,2566,-7.378636001151576
06/20-06/26,ZO_OGVR,2672,-7.390287288102485
06/20-06/26,ZO_OGVR,2780,-7.372433302766446
06/20-06/26,ZO_OGVR,2890,-7.387909411997281
06/20-06/26,ZO_OGVR,3002,-7.420267643562916
06/20-06/26,ZO_OGVR,3116,-7.379704441768579
06/20-06/26,ZO_OGVR,3232,-7.386164969591859
06/20-06/26,ZO_OGVR,3350,-7.40867765901131
06/20-06/26,ZO_OGVR,3470,-7.450649044073195
06/20-06/26,ZO_OGVR,3592,-7.441425518901691
06/20-06/26,ZO_OGVR,3716,-7.584133333228056
06/20-06/26,ZO_OGVR,3842,-7.520035238353346
06/20-06/26,ZO_OGVR,3970,-7.55465647536494
06/20-06/26,ZO_OGVR,4100,-7.570715754677662
06/20-06/26,ZO_OGVR,4232,-7.575926015998094
06/20-06/26,ZO_OGVR,4366,-7.546824474200531
06/20-06/26,ZO_OGVR,4502,-7.603806080684315
06/20-06/26,ZO_OGVR,4640,-7.588676098895129
06/20-06/26,ZO_OGVR,4780,-7.574672044860309
06/20-06/26,ZO_OGVR,4922,-7.563642055958315
06/20-06/26,ZO_OGVR,5066,-7.612287731552711
07/18-07/24,GZO_NS,0,10.91119020325968
07/18-07/24,GZO_NS,90,10.68322161858468
07/18-07/24,GZO_NS,186,-7.643078983322946
07/18-07/24,GZO_NS,288,-8.12731200212095
07/18-07/24,GZO_NS,396,-8.306827141114834
07/18-07/24,GZO_NS,510,-8.299067954045094
07/18-07/24,GZO_NS,630,-8.414732862538703
07/18-07/24,GZO_NS,756,-8.247351751350696
07/18-07/24,GZO_NS,888,-8.18102076380685
07/18-07/24,GZO_NS,1026,-8.30341044733156
07/18-07/24,GZO_NS,1170,-8.23857989045871
07/18-07/24,GZO_NS,1320,-8.517800533354679
07/18-07/24,GZO_NS,1476,-8.277849002996016
07/18-07/24,GZO_NS,1638,-8.255467256766277
07/18-07/24,GZO_NS,1806,-8.300614119728126
07/18-07/24,GZO_NS,1980,-8.291236498181728
07/18-07/24,GZO_NS,2160,-8.361577790268708
07/18-07/24,GZO_NS,2346,-8.312859534327389
07/18-07/24,GZO_NS,2538,-8.23771809763544
07/18-07/24,GZO_NS,2736,-8.24707902816612
07/18-07/24,GZO_NS,2940,-8.312923729422083
07/18-07/24,GZO_NS,3150,-8.351765976034262
07/18-07/24,GZO_NS,3366,-8.346178221817235
07/18-07/24,GZO_NS,3588,-8.166168569137525
07/18-07/24,GZO_NS,3816,-8.365049091719055
07/18-07/24,GZO_NS,4050,-8.20859499520186
07/18-07/24,GZO_NS,4290,-8.264068358228792
07/18-07/24,GZO_NS,4536,-8.37934196457503
07/18-07/24,GZO_NS,4788,-8.247157660133166
07/18-07/24,GZO_NS,5046,-8.413244323610366
07/18-07/24,GZO_HS,0,10.912930206991804
07/18-07/24,GZO_HS,60,10.867886307217168
07/18-07/24,GZO_HS,124,10.887652900422461
07/18-07/24,GZO_HS,192,4.450046768845135
07/18-07/24,GZO_HS,264,-2.178928540193861
07/18-07/24,GZO_HS,340,-2.6867760636828444
07/18-07/24,GZO_HS,420,-3.129055592166519
07/18-07/24,GZO_HS,504,-3.155150596845565
07/18-07/24,GZO_HS,592,-3.1644265817485127
07/18-07/24,GZO_HS,684,-3.208017342233522
07/18-07/24,GZO_HS,780,-3.7883586489560668
07/18-07/24,GZO_HS,880,-3.8695492345482534
07/18-07/24,GZO_HS,984,-3.991164208039348
07/18-07/24,GZO_HS,1092,-4.497380475129062
07/18-07/24,GZO_HS,1204,-4.497401719654859
07/18-07/24,GZO_HS,1320,-4.600922209632511
07/18-07/24,GZO_HS,1440,-4.537554183290065
07/18-07/24,GZO_HS,1564,-4.646271986703438
07/18-07/24,GZO_HS,1692,-4.537713464472241
07/18-07/24,GZO_HS,1824,-4.535723280191875
07/18-07/24,GZO_HS,1960,-4.626249132509218
07/18-07/24,GZO_HS,2100,-4.515473272470153
07/18-07/24,GZO_HS,2244,-4.677605073618865
07/18-07/24,GZO_HS,2392,-4.5460759540572
07/18-07/24,GZO_HS,2544,-4.5749001472116255
07/18-07/24,GZO_HS,2700,-4.6296952461525285
07/18-07/24,GZO_HS,2860,-4.664866266122232
07/18-07/24,GZO_HS,3024,-4.6220437735359
07/18-07/24,GZO_HS,3192,-4.7022623411773745
07/18-07/24,GZO_HS,3364,-4.704626197065159
07/18-07/24,GZO_HS,3540,-4.674411602849132
07/18-07/24,GZO_HS,3720,-4.653047658452465
07/18-07/24,GZO_HS,3904,-4.719094399038552
07/18-07/24,GZO_HS,4092,-4.68182028942522
07/18-07/24,GZO_HS,4284,-4.656009450342941
07/18-07/24,GZO_HS,4480,-4.659621327292141
07/18-07/24,GZO_HS,4680,-4.688591062380303
07/18-07/24,GZO_HS,4884,-4.723359120989693
07/18-07/24,GZO_HS,5092,-4.689474402403073
07/18-07/24,ZO_TG,0,10.90092189421501
07/18-07/24,ZO_TG,60,10.665945582087792
07/18-07/24,ZO_TG,124,10.612297871273546
07/18-07/24,ZO_TG,192,10.486121683592438
07/18-07/24,ZO_TG,264,9.257590210362508
07/18-07/24,ZO_TG,340,9.002708622403112
07/18-07/24,ZO_TG,420,1.0188902484852045
07/18-07/24,ZO_TG,504,-2.9914747104172963
07/18-07/24,ZO_TG,592,-3.7685369320179074
07/18-07/24,ZO_TG,684,-3.6376656784058943
07/18-07/24,ZO_TG,780,-3.7786725029265433
07/18-07/24,ZO_TG,880,-4.513908618104562
07/18-07/24,ZO_TG,984,-4.7345732680291075
07/18-07/24,ZO_TG,1092,-6.021072202182591
07/18-07/24,ZO_TG,1204,-6.9103258178866875
07/18-07/24,ZO_TG,1320,-7.016276305112583
07/18-07/24,ZO_TG,1440,-7.376393079093919
07/18-07/24,ZO_TG,1564,-7.326579364501281
07/18-07/24,ZO_TG,1692,-7.44517879928389
07/18-07/24,ZO_TG,1824,-7.413752971495535
07/18-07/24,ZO_TG,1960,-7.845021109385176
07/18-07/24,ZO_TG,2100,-7.862102834891269
07/18-07/24,ZO_TG,2244,-7.848639267488704
07/18-07/24,ZO_TG,2392,-8.148702627341398
07/18-07/24,ZO_TG,2544,-8.692190997718276
07/18-07/24,ZO_TG,2700,-8.71225826120638
07/18-07/24,ZO_TG,2860,-8.730009142269353
07/18-07/24,ZO_TG,3024,-8.728309946240206
07/18-07/24,ZO_TG,3192,-8.686106121988953
07/18-07/24,ZO_TG,3364,-8.760388806297826
07/18-07/24,ZO_TG,3540,-8.754653434926743
07/18-07/24,ZO_TG,3720,-8.687309471642168
07/18-07/24,ZO_TG,3904,-8.672899203424445
07/18-07/24,ZO_TG,4092,-8.723838316051319
07/18-07/24,ZO_TG,4284,-8.828642213451026
07/18-07/24,ZO_TG,4480,-8.769869875066833
07/18-07/24,ZO_TG,4680,-8.772197413728898
07/18-07/24,ZO_TG,4884,-8.774318639581521
07/18-07/24,ZO_TG,5092,-8.827164691666297
07/18-07/24,ZO_OG,0,10.836796442192156
07/18-07/24,ZO_OG,30,8.768247313093296
07/18-07/24,ZO_OG,62,8.389524329228475
07/18-07/24,ZO_OG,96,9.267966219206992
07/18-07/24,ZO_OG,132,11.67668211482535
07/18-07/24,ZO_OG,170,4.590117527720053
07/18-07/24,ZO_OG,210,2.5518645998027223
07/18-07/24,ZO_OG,252,1.222263307579664
07/18-07/24,ZO_OG,296,1.2874777238564
07/18-07/24,ZO_OG,342,0.9228638822850341
07/18-07/24,ZO_OG,390,1.1703238332723076
07/18-07/24,ZO_OG,440,0.8839811202247745
07/18-07/24,ZO_OG,492,0.6434366037203949
07/18-07/24,ZO_OG,546,0.7632597832180515
07/18-07/24,ZO_OG,602,0.7703872228201923
07/18-07/24,ZO_OG,660,0.6916052216046397
07/18-07/24,ZO_OG,720,0.6932071557835682
07/18-07/24,ZO_OG,782,0.7447042808307335
07/18-07/24,ZO_OG,846,0.5869364263095592
07/18-07/24,ZO_OG,912,0.6129060031001684
