week,GZO_NS_obj,GZO_NS_sd,GZO_HS_obj,GZO_HS_sd,ZO_TG_obj,ZO_TG_sd,ZO_OG_obj,ZO_OG_sd,ZO_OGVR_obj,ZO_OGVR_sd
02/21-02/27,-12.531129467157534,0.9855454384249782,-12.852106232851526,0.7012714180742423,-10.919766984959882,1.2078485034287048,5.102201596387659,10.32675617019145,-6.301936403666751,1.7527204371221037
03/21-03/27,-12.52192371122624,1.287860884793262,-12.583322259188026,1.0885580766176957,-10.516346399263345,1.4471188162004414,1.5622713808674529,3.3768903574917046,-6.411899203559036,1.6447625453986188
05/23-05/29,-15.701779412383013,1.0443586895799317,-15.408170964223306,1.1687520799708175,-10.310016508118153,2.288163462487804,-0.058137194007358096,1.5919800314013193,-5.595833528064228,2.0660140955571458
06/20-06/26,-9.058376082208481,1.2987870726986332,-9.522382823124072,0.6907727562945711,-8.810554880530931,0.8244567669537736,10.14840810684269,17.276229437103943,-5.654336100096918,1.9597661045164754
07/18-07/24,-8.434261280005243,0.9898738352447805,-8.376906305498235,1.2869152292018313,-7.975229754857594,1.424860415841031,10.37958105185213,19.71900281109003,-3.4727718741318734,2.4261050641759385
08/08-08/14,-14.980958696450761,1.0117564042964053,-14.926809259597826,1.2816462074975046,-10.302669616866737,2.413444749579899,-0.5267337278138969,1.8676817409251154,-6.10778033279312,1.55118475959466
